code,dataset,field,code_type,description,group,subgroup,flag
I66,hes_apc,diag,icd10,occlusion and stenosis of cerebral arteries not resulting in cerebral infarction,neurological,other [neurological],
I67,hes_apc,diag,icd10,other cerebrovascular diseases,neurological,other [neurological],
I68.0,hes_apc,diag,icd10,cerebral amyloid angiopathy,neurological,other [neurological],
I68.2,hes_apc,diag,icd10,cerebral arteritis in other diseases classified elsewhere,neurological,other [neurological],
I69,hes_apc,diag,icd10,sequelae of cerebrovascular disease,neurological,other [neurological],
I72.0,hes_apc,diag,icd10,aneurysm and dissection of carotid artery,neurological,other [neurological],
I72.5,hes_apc,diag,icd10,aneurysm and dissection of other precerebral arteries,neurological,other [neurological],
T85.0,hes_apc,diag,icd10,mechanical complication of ventricular intracranial (communicating) shunt,neurological,other [neurological],
T85.1,hes_apc,diag,icd10,mechanical complication of implanted electronic stimulator of nervous system,neurological,other [neurological],
Y46.7,hes_apc,diag,icd10,antiparkinsonism drugs,neurological,other [neurological],
Y46.8,hes_apc,diag,icd10,antispasticity drugs,neurological,other [neurological],
Z98.2,hes_apc,diag,icd10,presence of cerebrospinal fluid drainage device,neurological,other [neurological],
Q20,hes_apc,diag,icd10,congenital malformations of cardiac chambers and connections,cardiovascular,congenital heart disease,
Q21,hes_apc,diag,icd10,congenital malformations of cardiac septa,cardiovascular,congenital heart disease,
Q22,hes_apc,diag,icd10,congenital malformations of pulmonary and tricuspid valves,cardiovascular,congenital heart disease,
Q23,hes_apc,diag,icd10,congenital malformations of aortic and mitral valves,cardiovascular,congenital heart disease,
Q24,hes_apc,diag,icd10,other congenital malformations of heart,cardiovascular,congenital heart disease,
Q25,hes_apc,diag,icd10,congenital malformations of great arteries,cardiovascular,congenital heart disease,
Q26,hes_apc,diag,icd10,congenital malformations of great veins,cardiovascular,congenital heart disease,
Q89.3,hes_apc,diag,icd10,situs inversus,cardiovascular,congenital heart disease,
I00,hes_apc,diag,icd10,rheumatic fever without mention of heart involvement,cardiovascular,other [cardiovascular],
I01,hes_apc,diag,icd10,rheumatic fever with heart involvement,cardiovascular,other [cardiovascular],
I02,hes_apc,diag,icd10,rheumatic chorea,cardiovascular,other [cardiovascular],
I05,hes_apc,diag,icd10,rheumatic mitral valve diseases,cardiovascular,other [cardiovascular],
I06,hes_apc,diag,icd10,rheumatic aortic valve diseases,cardiovascular,other [cardiovascular],
I07,hes_apc,diag,icd10,rheumatic tricuspid valve diseases,cardiovascular,other [cardiovascular],
I08,hes_apc,diag,icd10,multiple valve diseases,cardiovascular,other [cardiovascular],
I09,hes_apc,diag,icd10,other rheumatic heart diseases,cardiovascular,other [cardiovascular],
I10,hes_apc,diag,icd10,essential (primary) hypertension,cardiovascular,other [cardiovascular],los3
I11,hes_apc,diag,icd10,hypertensive heart disease,cardiovascular,other [cardiovascular],los3
I12,hes_apc,diag,icd10,hypertensive renal disease,cardiovascular,other [cardiovascular],los3
I13,hes_apc,diag,icd10,hypertensive heart and renal disease,cardiovascular,other [cardiovascular],los3
I15,hes_apc,diag,icd10,secondary hypertension,cardiovascular,other [cardiovascular],los3
I20,hes_apc,diag,icd10,angina pectoris,cardiovascular,other [cardiovascular],los3
I21,hes_apc,diag,icd10,acute myocardial infarction,cardiovascular,other [cardiovascular],los3
I22,hes_apc,diag,icd10,subsequent myocardial infarction,cardiovascular,other [cardiovascular],los3
I23,hes_apc,diag,icd10,certain current complications following acute myocardial infarction,cardiovascular,other [cardiovascular],los3
I24,hes_apc,diag,icd10,other acute ischaemic heart diseases,cardiovascular,other [cardiovascular],los3
I25,hes_apc,diag,icd10,chronic ischaemic heart disease,cardiovascular,other [cardiovascular],los3
I26,hes_apc,diag,icd10,pulmonary embolism,cardiovascular,other [cardiovascular],los3
I27,hes_apc,diag,icd10,other pulmonary heart diseases,cardiovascular,other [cardiovascular],los3
I28,hes_apc,diag,icd10,other diseases of pulmonary vessels,cardiovascular,other [cardiovascular],los3
I31,hes_apc,diag,icd10,other diseases of pericardium,cardiovascular,other [cardiovascular],los3
I32,hes_apc,diag,icd10,pericarditis in diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I33,hes_apc,diag,icd10,acute and subacute endocarditis,cardiovascular,other [cardiovascular],los3
I34,hes_apc,diag,icd10,nonrheumatic mitral valve disorders,cardiovascular,other [cardiovascular],los3
I35,hes_apc,diag,icd10,nonrheumatic aortic valve disorders,cardiovascular,other [cardiovascular],los3
I36,hes_apc,diag,icd10,nonrheumatic tricuspid valve disorders,cardiovascular,other [cardiovascular],los3
I37,hes_apc,diag,icd10,pulmonary valve disorders,cardiovascular,other [cardiovascular],los3
I38,hes_apc,diag,icd10,endocarditis valve unspecified,cardiovascular,other [cardiovascular],los3
I39,hes_apc,diag,icd10,endocarditis and heart valve disorders in diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I41,hes_apc,diag,icd10,myocarditis in diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I42.0,hes_apc,diag,icd10,dilated cardiomyopathy,cardiovascular,other [cardiovascular],los3
I42.1,hes_apc,diag,icd10,obstructive hypertrophic cardiomyopathy,cardiovascular,other [cardiovascular],los3
I42.2,hes_apc,diag,icd10,other hypertrophic cardiomyopathy,cardiovascular,other [cardiovascular],los3
I42.3,hes_apc,diag,icd10,endomyocardial (eosinophilic) disease,cardiovascular,other [cardiovascular],los3
I42.4,hes_apc,diag,icd10,endocardial fibroelastosis,cardiovascular,other [cardiovascular],los3
I42.5,hes_apc,diag,icd10,other restrictive cardiomyopathy,cardiovascular,other [cardiovascular],los3
I42.7,hes_apc,diag,icd10,cardiomyopathy due to drugs and other external agents,cardiovascular,other [cardiovascular],los3
I42.8,hes_apc,diag,icd10,other cardiomyopathies,cardiovascular,other [cardiovascular],los3
I42.9,hes_apc,diag,icd10,cardiomyopathy unspecified,cardiovascular,other [cardiovascular],los3
I43.0,hes_apc,diag,icd10,cardiomyopathy in infectious and parasitic diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I43.1,hes_apc,diag,icd10,cardiomyopathy in metabolic diseases,cardiovascular,other [cardiovascular],los3
I43.2,hes_apc,diag,icd10,cardiomyopathy in nutritional diseases,cardiovascular,other [cardiovascular],los3
I43.8,hes_apc,diag,icd10,cardiomyopathy in other diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I44.1,hes_apc,diag,icd10,atrioventricular block second degree,cardiovascular,other [cardiovascular],los3
I44.2,hes_apc,diag,icd10,atrioventricular block complete,cardiovascular,other [cardiovascular],los3
I44.3,hes_apc,diag,icd10,other and unspecified atrioventricular block,cardiovascular,other [cardiovascular],los3
I44.4,hes_apc,diag,icd10,left anterior fascicular block,cardiovascular,other [cardiovascular],los3
I44.5,hes_apc,diag,icd10,left posterior fascicular block,cardiovascular,other [cardiovascular],los3
I44.6,hes_apc,diag,icd10,other and unspecified fascicular block,cardiovascular,other [cardiovascular],
I44.7,hes_apc,diag,icd10,left bundle-branch block unspecified,cardiovascular,other [cardiovascular],los3
I45.1,hes_apc,diag,icd10,other and unspecified right bundle-branch block,cardiovascular,other [cardiovascular],los3
I45.2,hes_apc,diag,icd10,bifascicular block,cardiovascular,other [cardiovascular],los3
I45.3,hes_apc,diag,icd10,trifascicular block,cardiovascular,other [cardiovascular],los3
I45.4,hes_apc,diag,icd10,nonspecific intraventricular block,cardiovascular,other [cardiovascular],los3
I45.5,hes_apc,diag,icd10,other specified heart block,cardiovascular,other [cardiovascular],los3
I45.6,hes_apc,diag,icd10,pre-excitation syndrome,cardiovascular,other [cardiovascular],los3
I45.8,hes_apc,diag,icd10,other specified conduction disorders,cardiovascular,other [cardiovascular],los3
I45.9,hes_apc,diag,icd10,conduction disorder unspecified,cardiovascular,other [cardiovascular],los3
I46,hes_apc,diag,icd10,cardiac arrest,cardiovascular,other [cardiovascular],los3
I47,hes_apc,diag,icd10,paroxysmal tachycardia,cardiovascular,other [cardiovascular],los3
I48,hes_apc,diag,icd10,atrial fibrillation and flutter,cardiovascular,other [cardiovascular],los3
I49,hes_apc,diag,icd10,other cardiac arrhythmias,cardiovascular,other [cardiovascular],los3
I50,hes_apc,diag,icd10,heart failure,cardiovascular,other [cardiovascular],los3
I51,hes_apc,diag,icd10,complications and ill-defined descriptions of heart disease,cardiovascular,other [cardiovascular],los3
I52.8,hes_apc,diag,icd10,other heart disorders in other diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I70,hes_apc,diag,icd10,atherosclerosis,cardiovascular,other [cardiovascular],los3
I71,hes_apc,diag,icd10,aortic aneurysm and dissection,cardiovascular,other [cardiovascular],los3
I72.1,hes_apc,diag,icd10,aneurysm and dissection of artery of upper extremity,cardiovascular,other [cardiovascular],los3
I72.2,hes_apc,diag,icd10,aneurysm and dissection of renal artery,cardiovascular,other [cardiovascular],los3
I74.4,hes_apc,diag,icd10,embolism and thrombosis of arteries of extremities unspecified,cardiovascular,other [cardiovascular],los3
I72.8,hes_apc,diag,icd10,aneurysm and dissection of other specified arteries,cardiovascular,other [cardiovascular],los3
I72.9,hes_apc,diag,icd10,aneurysm and dissection of unspecified site,cardiovascular,other [cardiovascular],los3
I73,hes_apc,diag,icd10,other peripheral vascular diseases,cardiovascular,other [cardiovascular],
I74,hes_apc,diag,icd10,arterial embolism and thrombosis,cardiovascular,other [cardiovascular],los3
I77,hes_apc,diag,icd10,other disorders of arteries and arterioles,cardiovascular,other [cardiovascular],los3
I79.0,hes_apc,diag,icd10,aneurysm of aorta in diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I79.1,hes_apc,diag,icd10,aortitis in diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I79.8,hes_apc,diag,icd10,other disorders of arteries arterioles and capillaries in diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I81,hes_apc,diag,icd10,portal vein thrombosis,cardiovascular,other [cardiovascular],los3
I82,hes_apc,diag,icd10,other venous embolism and thrombosis,cardiovascular,other [cardiovascular],los3
I98,hes_apc,diag,icd10,other disorders of circulatory system in diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
I99,hes_apc,diag,icd10,other and unspecified disorders of circulatory system,cardiovascular,other [cardiovascular],los3
M03.6,hes_apc,diag,icd10,reactive arthropathy in other diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
N08.8,hes_apc,diag,icd10,glomerular disorders in other diseases classified elsewhere,cardiovascular,other [cardiovascular],los3
Q27,hes_apc,diag,icd10,other congenital malformations of peripheral vascular system,cardiovascular,other [cardiovascular],los3
Q28,hes_apc,diag,icd10,other congenital malformations of circulatory system,cardiovascular,other [cardiovascular],los3
T82.0,hes_apc,diag,icd10,mechanical complication of heart valve prosthesis,cardiovascular,other [cardiovascular],los3
T82.1,hes_apc,diag,icd10,mechanical complication of cardiac electronic device,cardiovascular,other [cardiovascular],los3
T82.2,hes_apc,diag,icd10,mechanical complication of coronary artery bypass and valve grafts,cardiovascular,other [cardiovascular],los3
T82.3,hes_apc,diag,icd10,mechanical complication of other vascular grafts,cardiovascular,other [cardiovascular],
T82.5,hes_apc,diag,icd10,mechanical complication of other cardiac and vascular devices and implants,cardiovascular,other [cardiovascular],
T82.6,hes_apc,diag,icd10,infection and inflammatory reaction due to cardiac valve prosthesis,cardiovascular,other [cardiovascular],
T82.7,hes_apc,diag,icd10,infection and inflammatory reaction due to other cardiac and vascular devices implants and grafts,cardiovascular,other [cardiovascular],
T82.8,hes_apc,diag,icd10,other specified complications of cardiac and vascular prosthetic devices implants and grafts,cardiovascular,other [cardiovascular],los3
T82.9,hes_apc,diag,icd10,unspecified complication of cardiac and vascular prosthetic device implant and graft,cardiovascular,other [cardiovascular],
T86.2,hes_apc,diag,icd10,heart transplant failure and rejection,cardiovascular,other [cardiovascular],
Y60.5,hes_apc,diag,icd10,during heart catheterization,cardiovascular,other [cardiovascular],
Y61.5,hes_apc,diag,icd10,during heart catheterization,cardiovascular,other [cardiovascular],
Y62.5,hes_apc,diag,icd10,during heart catheterization,cardiovascular,other [cardiovascular],
Y84.0,hes_apc,diag,icd10,cardiac catheterization,cardiovascular,other [cardiovascular],
Z45.0,hes_apc,diag,icd10,adjustment and management of cardiac devices,cardiovascular,other [cardiovascular],
Z50.0,hes_apc,diag,icd10,cardiac rehabilitation,cardiovascular,other [cardiovascular],
Z94.1,hes_apc,diag,icd10,heart transplant status,cardiovascular,other [cardiovascular],
Z95,hes_apc,diag,icd10,presence of cardiac and vascular implants and grafts,cardiovascular,other [cardiovascular],
R62,hes_apc,diag,icd10,lack of expected normal physiological development,codes indicating non-specific chronic condition,codes indicating non-specific chronic condition,
R63.3,hes_apc,diag,icd10,feeding difficulties and mismanagement,codes indicating non-specific chronic condition,codes indicating non-specific chronic condition,
Z43.1,hes_apc,diag,icd10,attention to gastrostomy,codes indicating non-specific chronic condition,codes indicating non-specific chronic condition,
Z51.5,hes_apc,diag,icd10,palliative care,codes indicating non-specific chronic condition,codes indicating non-specific chronic condition,
Z75.5,hes_apc,diag,icd10,holiday relief care,codes indicating non-specific chronic condition,codes indicating non-specific chronic condition,
Z93.1,hes_apc,diag,icd10,gastrostomy status,codes indicating non-specific chronic condition,codes indicating non-specific chronic condition,
Z99.3,hes_apc,diag,icd10,dependence on wheelchair,codes indicating non-specific chronic condition,codes indicating non-specific chronic condition,
